produto_id,date,time,nome_produto,valor,categoria,status,departamento
27,2026-02-09,16:51:03,Livro Best‑Seller,147.33,Acessórios,cancelado,Beleza
21,2026-02-09,02:27:24,Jogo de Lençol Queen,1361.01,Básico,cancelado,Moda
20,2026-02-09,23:09:23,Panela Antiaderente 24cm,1725.75,Premium,cancelado,Beleza
24,2026-02-09,04:53:30,Perfume Feminino 100ml,881.21,Sustentável,em baixa,Esportes
1,2026-02-09,19:24:21,Camiseta Básica Algodão,1105.27,Básico,cancelado,Eletrônicos
15,2026-02-09,05:55:25,Power Bank 20.000mAh,552.84,Premium,ativo,Moda
30,2026-02-09,07:42:34,Lego Compatível 500 peças,924.25,Infantil,produzinho,Casa & Cozinha
23,2026-02-09,09:34:08,Perfume Masculino 100ml,1320.88,Acessórios,cancelado,Eletrônicos
21,2026-02-09,18:00:17,Jogo de Lençol Queen,1167.62,Sustentável,produzinho,Esportes
26,2026-02-09,08:16:34,Shampoo Reparação 500ml,404.49,Infantil,ativo,Casa & Cozinha
30,2026-02-09,02:47:59,Lego Compatível 500 peças,578.22,Infantil,produzinho,Beleza
20,2026-02-09,17:23:00,Panela Antiaderente 24cm,2005.09,Importado,produzinho,Eletrônicos
21,2026-02-09,06:53:13,Jogo de Lençol Queen,843.03,Básico,produzinho,Eletrônicos
1,2026-02-09,23:33:04,Camiseta Básica Algodão,1859.49,Sustentável,em baixa,Casa & Cozinha
22,2026-02-09,23:29:57,Toalha de Banho Premium,1779.6,Infantil,produzinho,Moda
1,2026-02-09,16:11:15,Camiseta Básica Algodão,581.76,Premium,em baixa,Casa & Cozinha
18,2026-02-09,06:10:10,Organizador de Cabos,1371.8,Importado,cancelado,Eletrônicos
2,2026-02-09,23:03:10,Tênis Running Leve,1690.74,Acessórios,cancelado,Esportes
24,2026-02-09,08:16:06,Perfume Feminino 100ml,2432.73,Edição Especial,em baixa,Moda
19,2026-02-09,12:38:04,Kit Ferramentas 46 peças,2344.66,Infantil,em baixa,Beleza
5,2026-02-09,15:17:53,Mochila Notebook 15.6,594.75,Edição Especial,ativo,Eletrônicos
21,2026-02-09,22:41:59,Jogo de Lençol Queen,2037.52,Edição Especial,produzinho,Moda
22,2026-02-09,04:14:25,Toalha de Banho Premium,1828.26,Edição Especial,produzinho,Moda
8,2026-02-09,14:19:06,Liquidificador 1200W,1364.57,Edição Especial,cancelado,Esportes
22,2026-02-09,18:28:38,Toalha de Banho Premium,1711.04,Básico,em baixa,Beleza
28,2026-02-09,15:26:16,Caderno Universitário 10 matérias,2019.0,Infantil,produzinho,Esportes
21,2026-02-09,00:20:46,Jogo de Lençol Queen,2050.1,Premium,produzinho,Casa & Cozinha
30,2026-02-09,21:10:23,Lego Compatível 500 peças,1223.98,Básico,em baixa,Casa & Cozinha
1,2026-02-09,11:52:45,Camiseta Básica Algodão,1742.79,Básico,produzinho,Casa & Cozinha
24,2026-02-09,15:35:02,Perfume Feminino 100ml,484.98,Sustentável,produzinho,Beleza
24,2026-02-09,19:37:19,Perfume Feminino 100ml,949.13,Sustentável,produzinho,Eletrônicos
23,2026-02-09,23:09:46,Perfume Masculino 100ml,2435.75,Sustentável,produzinho,Casa & Cozinha
23,2026-02-09,21:56:19,Perfume Masculino 100ml,1455.28,Edição Especial,em baixa,Moda
12,2026-02-09,16:05:59,"Monitor 24"" Full HD",2114.18,Básico,em baixa,Moda
24,2026-02-09,03:27:40,Perfume Feminino 100ml,202.5,Edição Especial,ativo,Eletrônicos
22,2026-02-09,09:10:19,Toalha de Banho Premium,2287.64,Infantil,produzinho,Casa & Cozinha
6,2026-02-09,19:23:40,Garrafa Térmica 750ml,20.74,Sustentável,produzinho,Eletrônicos
1,2026-02-09,22:24:38,Camiseta Básica Algodão,173.92,Sustentável,cancelado,Eletrônicos
11,2026-02-09,14:04:54,Mouse Gamer 12000 DPI,1286.32,Importado,produzinho,Esportes
19,2026-02-09,23:59:37,Kit Ferramentas 46 peças,1301.32,Importado,ativo,Esportes
19,2026-02-09,06:37:17,Kit Ferramentas 46 peças,74.69,Importado,produzinho,Moda
6,2026-02-09,13:05:25,Garrafa Térmica 750ml,2108.9,Importado,ativo,Eletrônicos
6,2026-02-09,16:57:56,Garrafa Térmica 750ml,409.38,Importado,em baixa,Esportes
10,2026-02-09,21:09:51,Teclado Mecânico RGB,1744.03,Sustentável,em baixa,Moda
5,2026-02-09,02:49:34,Mochila Notebook 15.6,386.22,Premium,produzinho,Esportes
18,2026-02-09,16:11:58,Organizador de Cabos,2290.27,Sustentável,ativo,Eletrônicos
8,2026-02-09,00:28:33,Liquidificador 1200W,2215.46,Importado,em baixa,Moda
24,2026-02-09,14:26:58,Perfume Feminino 100ml,2033.39,Premium,em baixa,Casa & Cozinha
30,2026-02-09,14:19:20,Lego Compatível 500 peças,1357.18,Infantil,ativo,Moda
22,2026-02-09,01:19:02,Toalha de Banho Premium,2269.97,Importado,em baixa,Moda
9,2026-02-09,07:51:59,Air Fryer 4L Digital,467.4,Importado,produzinho,Esportes
2,2026-02-09,11:58:55,Tênis Running Leve,1804.08,Acessórios,ativo,Beleza
4,2026-02-09,01:50:57,Smartwatch Fitness Pro,2351.63,Infantil,cancelado,Casa & Cozinha
26,2026-02-09,21:52:19,Shampoo Reparação 500ml,1219.29,Premium,ativo,Casa & Cozinha
19,2026-02-09,04:55:07,Kit Ferramentas 46 peças,1717.05,Edição Especial,em baixa,Esportes
11,2026-02-09,20:05:21,Mouse Gamer 12000 DPI,652.9,Acessórios,em baixa,Moda
27,2026-02-09,08:16:17,Livro Best‑Seller,2330.43,Edição Especial,produzinho,Eletrônicos
2,2026-02-09,04:58:21,Tênis Running Leve,1479.08,Premium,ativo,Moda
15,2026-02-09,13:35:54,Power Bank 20.000mAh,1947.96,Premium,em baixa,Esportes
3,2026-02-09,08:09:09,Fone Bluetooth In-Ear,1020.92,Edição Especial,em baixa,Esportes
24,2026-02-09,01:56:48,Perfume Feminino 100ml,1214.95,Sustentável,cancelado,Beleza
19,2026-02-09,16:47:16,Kit Ferramentas 46 peças,1345.36,Sustentável,ativo,Casa & Cozinha
30,2026-02-09,02:38:59,Lego Compatível 500 peças,1904.58,Básico,ativo,Eletrônicos
14,2026-02-09,03:44:57,Lâmpada Smart LED,341.91,Infantil,em baixa,Moda
22,2026-02-09,09:01:10,Toalha de Banho Premium,2097.94,Acessórios,em baixa,Eletrônicos
18,2026-02-09,16:25:06,Organizador de Cabos,1939.0,Importado,produzinho,Casa & Cozinha
12,2026-02-09,19:04:27,"Monitor 24"" Full HD",2267.37,Premium,cancelado,Beleza
23,2026-02-09,03:42:40,Perfume Masculino 100ml,1758.95,Edição Especial,produzinho,Beleza
20,2026-02-09,13:54:41,Panela Antiaderente 24cm,236.85,Acessórios,ativo,Eletrônicos
29,2026-02-09,05:28:42,Boneco Colecionável,1294.06,Básico,cancelado,Moda
14,2026-02-09,04:07:28,Lâmpada Smart LED,986.14,Premium,em baixa,Casa & Cozinha
3,2026-02-09,22:02:12,Fone Bluetooth In-Ear,1458.34,Premium,em baixa,Beleza
18,2026-02-09,23:44:58,Organizador de Cabos,1864.79,Acessórios,em baixa,Moda
22,2026-02-09,03:14:32,Toalha de Banho Premium,567.17,Importado,ativo,Eletrônicos
13,2026-02-09,22:55:14,Câmera de Segurança Wi‑Fi,319.83,Premium,em baixa,Moda
28,2026-02-09,22:02:24,Caderno Universitário 10 matérias,1878.76,Acessórios,cancelado,Esportes
24,2026-02-09,23:15:59,Perfume Feminino 100ml,478.25,Premium,em baixa,Moda
25,2026-02-09,03:57:36,Creme Hidratante 400ml,934.27,Acessórios,produzinho,Eletrônicos
11,2026-02-09,21:45:06,Mouse Gamer 12000 DPI,1988.4,Infantil,produzinho,Eletrônicos
7,2026-02-09,22:41:47,Cafeteira Elétrica 30xícaras,1408.87,Infantil,ativo,Esportes
27,2026-02-09,15:49:35,Livro Best‑Seller,2103.43,Sustentável,ativo,Eletrônicos
10,2026-02-09,12:59:39,Teclado Mecânico RGB,2350.57,Básico,produzinho,Esportes
20,2026-02-09,15:00:15,Panela Antiaderente 24cm,1317.72,Importado,em baixa,Moda
5,2026-02-09,00:09:28,Mochila Notebook 15.6,1119.57,Importado,ativo,Beleza
12,2026-02-09,01:20:03,"Monitor 24"" Full HD",1716.05,Sustentável,produzinho,Eletrônicos
1,2026-02-09,12:17:01,Camiseta Básica Algodão,205.7,Sustentável,ativo,Eletrônicos
16,2026-02-09,07:56:05,Carregador Turbo USB‑C,2302.72,Acessórios,cancelado,Casa & Cozinha
16,2026-02-09,16:41:40,Carregador Turbo USB‑C,693.6,Importado,cancelado,Moda
5,2026-02-09,20:19:13,Mochila Notebook 15.6,2137.94,Acessórios,em baixa,Eletrônicos
1,2026-02-09,00:49:47,Camiseta Básica Algodão,1260.54,Premium,em baixa,Eletrônicos
3,2026-02-09,18:20:30,Fone Bluetooth In-Ear,1252.38,Infantil,cancelado,Beleza
25,2026-02-09,17:31:06,Creme Hidratante 400ml,1488.8,Importado,produzinho,Moda
16,2026-02-09,02:34:17,Carregador Turbo USB‑C,2431.08,Básico,ativo,Eletrônicos
7,2026-02-09,20:15:49,Cafeteira Elétrica 30xícaras,2255.4,Edição Especial,em baixa,Eletrônicos
5,2026-02-09,01:49:51,Mochila Notebook 15.6,881.33,Sustentável,em baixa,Beleza
15,2026-02-09,20:41:14,Power Bank 20.000mAh,388.24,Premium,em baixa,Moda
4,2026-02-09,21:20:25,Smartwatch Fitness Pro,101.69,Premium,produzinho,Beleza
15,2026-02-09,15:33:18,Power Bank 20.000mAh,180.61,Premium,ativo,Moda
13,2026-02-09,22:42:30,Câmera de Segurança Wi‑Fi,44.81,Sustentável,em baixa,Esportes
25,2026-02-09,11:27:57,Creme Hidratante 400ml,999.46,Edição Especial,ativo,Moda
10,2026-02-09,08:31:42,Teclado Mecânico RGB,1421.56,Sustentável,ativo,Eletrônicos
29,2026-02-09,03:27:04,Boneco Colecionável,1699.56,Acessórios,em baixa,Beleza
26,2026-02-09,11:55:14,Shampoo Reparação 500ml,1227.0,Infantil,em baixa,Moda
23,2026-02-09,13:22:12,Perfume Masculino 100ml,235.05,Importado,cancelado,Esportes
24,2026-02-09,16:23:36,Perfume Feminino 100ml,2008.44,Infantil,cancelado,Eletrônicos
10,2026-02-09,22:41:13,Teclado Mecânico RGB,2399.77,Premium,cancelado,Beleza
9,2026-02-09,15:14:20,Air Fryer 4L Digital,2310.13,Premium,produzinho,Casa & Cozinha
16,2026-02-09,13:34:58,Carregador Turbo USB‑C,1515.58,Acessórios,cancelado,Moda
16,2026-02-09,03:01:19,Carregador Turbo USB‑C,1130.96,Básico,cancelado,Moda
26,2026-02-09,20:42:19,Shampoo Reparação 500ml,1212.53,Acessórios,ativo,Casa & Cozinha
10,2026-02-09,09:09:32,Teclado Mecânico RGB,298.42,Básico,produzinho,Esportes
12,2026-02-09,01:49:14,"Monitor 24"" Full HD",1406.71,Importado,cancelado,Moda
8,2026-02-09,00:42:02,Liquidificador 1200W,270.62,Edição Especial,cancelado,Esportes
24,2026-02-09,08:37:27,Perfume Feminino 100ml,1649.33,Básico,em baixa,Casa & Cozinha
19,2026-02-09,21:30:42,Kit Ferramentas 46 peças,2494.86,Infantil,em baixa,Beleza
29,2026-02-09,01:47:12,Boneco Colecionável,1651.24,Acessórios,cancelado,Beleza
7,2026-02-09,04:33:04,Cafeteira Elétrica 30xícaras,2118.78,Sustentável,ativo,Esportes
14,2026-02-09,13:12:19,Lâmpada Smart LED,540.51,Premium,cancelado,Moda
3,2026-02-09,04:50:27,Fone Bluetooth In-Ear,1688.9,Acessórios,cancelado,Moda
30,2026-02-09,16:13:29,Lego Compatível 500 peças,1068.7,Acessórios,cancelado,Eletrônicos
1,2026-02-09,06:42:47,Camiseta Básica Algodão,2132.86,Importado,produzinho,Casa & Cozinha
10,2026-02-09,19:20:02,Teclado Mecânico RGB,2048.37,Acessórios,em baixa,Eletrônicos
16,2026-02-09,19:22:26,Carregador Turbo USB‑C,832.6,Acessórios,em baixa,Casa & Cozinha
8,2026-02-09,10:55:04,Liquidificador 1200W,372.92,Importado,em baixa,Esportes
29,2026-02-09,12:44:54,Boneco Colecionável,830.49,Premium,ativo,Esportes
17,2026-02-09,09:53:00,Cabo USB‑C Reforçado 2m,131.95,Importado,produzinho,Casa & Cozinha
19,2026-02-09,07:08:50,Kit Ferramentas 46 peças,1139.03,Infantil,ativo,Moda
15,2026-02-09,01:41:53,Power Bank 20.000mAh,988.72,Edição Especial,produzinho,Esportes
4,2026-02-09,00:04:13,Smartwatch Fitness Pro,1725.17,Sustentável,cancelado,Esportes
18,2026-02-09,08:49:47,Organizador de Cabos,330.33,Infantil,produzinho,Beleza
14,2026-02-09,18:12:36,Lâmpada Smart LED,2153.88,Edição Especial,ativo,Esportes
11,2026-02-09,12:16:34,Mouse Gamer 12000 DPI,2078.77,Sustentável,cancelado,Beleza
20,2026-02-09,03:59:07,Panela Antiaderente 24cm,519.5,Acessórios,em baixa,Casa & Cozinha
26,2026-02-09,09:38:28,Shampoo Reparação 500ml,49.59,Infantil,em baixa,Moda
13,2026-02-09,19:34:37,Câmera de Segurança Wi‑Fi,1286.72,Premium,ativo,Beleza
4,2026-02-09,07:24:40,Smartwatch Fitness Pro,2072.83,Importado,produzinho,Casa & Cozinha
16,2026-02-09,16:15:16,Carregador Turbo USB‑C,537.2,Infantil,em baixa,Esportes
22,2026-02-09,23:12:54,Toalha de Banho Premium,1814.0,Sustentável,ativo,Casa & Cozinha
7,2026-02-09,12:33:20,Cafeteira Elétrica 30xícaras,1762.63,Edição Especial,produzinho,Esportes
5,2026-02-09,17:30:32,Mochila Notebook 15.6,195.54,Importado,em baixa,Eletrônicos
26,2026-02-09,18:23:38,Shampoo Reparação 500ml,1423.71,Edição Especial,produzinho,Eletrônicos
7,2026-02-09,03:02:19,Cafeteira Elétrica 30xícaras,206.86,Premium,ativo,Esportes
16,2026-02-09,08:27:23,Carregador Turbo USB‑C,460.37,Premium,produzinho,Moda
28,2026-02-09,12:44:00,Caderno Universitário 10 matérias,2452.8,Sustentável,em baixa,Casa & Cozinha
28,2026-02-09,00:39:30,Caderno Universitário 10 matérias,1726.71,Básico,cancelado,Moda
3,2026-02-09,14:44:40,Fone Bluetooth In-Ear,1241.06,Edição Especial,em baixa,Beleza
15,2026-02-09,14:07:18,Power Bank 20.000mAh,1191.53,Básico,cancelado,Moda
4,2026-02-09,05:36:52,Smartwatch Fitness Pro,2486.33,Sustentável,ativo,Esportes
27,2026-02-09,20:29:14,Livro Best‑Seller,1495.05,Sustentável,ativo,Eletrônicos
2,2026-02-09,18:49:54,Tênis Running Leve,1328.19,Infantil,produzinho,Esportes
2,2026-02-09,02:05:02,Tênis Running Leve,2007.99,Infantil,ativo,Eletrônicos
21,2026-02-09,10:03:05,Jogo de Lençol Queen,2300.51,Sustentável,em baixa,Eletrônicos
12,2026-02-09,01:52:20,"Monitor 24"" Full HD",537.68,Edição Especial,cancelado,Moda
20,2026-02-09,19:07:48,Panela Antiaderente 24cm,197.02,Premium,cancelado,Casa & Cozinha
13,2026-02-09,14:12:49,Câmera de Segurança Wi‑Fi,2369.49,Importado,cancelado,Moda
11,2026-02-09,22:35:09,Mouse Gamer 12000 DPI,2421.41,Premium,cancelado,Beleza
4,2026-02-09,15:07:26,Smartwatch Fitness Pro,610.28,Sustentável,produzinho,Moda
12,2026-02-09,23:02:30,"Monitor 24"" Full HD",1671.62,Edição Especial,em baixa,Eletrônicos
20,2026-02-09,19:57:16,Panela Antiaderente 24cm,2380.81,Edição Especial,produzinho,Casa & Cozinha
5,2026-02-09,09:31:15,Mochila Notebook 15.6,130.52,Premium,produzinho,Moda
26,2026-02-09,09:50:30,Shampoo Reparação 500ml,2032.08,Infantil,cancelado,Beleza
1,2026-02-09,20:25:38,Camiseta Básica Algodão,854.41,Infantil,produzinho,Eletrônicos
30,2026-02-09,04:00:14,Lego Compatível 500 peças,1950.76,Premium,produzinho,Casa & Cozinha
21,2026-02-09,14:48:03,Jogo de Lençol Queen,1131.76,Acessórios,ativo,Esportes
21,2026-02-09,07:51:29,Jogo de Lençol Queen,1345.78,Importado,produzinho,Beleza
11,2026-02-09,17:09:53,Mouse Gamer 12000 DPI,168.49,Básico,em baixa,Moda
24,2026-02-09,13:36:31,Perfume Feminino 100ml,216.9,Acessórios,produzinho,Moda
28,2026-02-09,16:51:07,Caderno Universitário 10 matérias,273.64,Premium,ativo,Esportes
19,2026-02-09,11:05:00,Kit Ferramentas 46 peças,802.69,Básico,cancelado,Beleza
16,2026-02-09,04:22:40,Carregador Turbo USB‑C,1645.55,Sustentável,ativo,Casa & Cozinha
27,2026-02-09,03:20:22,Livro Best‑Seller,417.72,Sustentável,em baixa,Esportes
23,2026-02-09,19:16:29,Perfume Masculino 100ml,738.14,Básico,cancelado,Beleza
28,2026-02-09,05:04:00,Caderno Universitário 10 matérias,2071.58,Importado,ativo,Eletrônicos
16,2026-02-09,05:40:19,Carregador Turbo USB‑C,858.27,Básico,ativo,Eletrônicos
18,2026-02-09,22:14:23,Organizador de Cabos,1414.09,Básico,ativo,Esportes
9,2026-02-09,06:12:48,Air Fryer 4L Digital,494.57,Premium,cancelado,Casa & Cozinha
17,2026-02-09,08:45:10,Cabo USB‑C Reforçado 2m,316.19,Premium,em baixa,Eletrônicos
2,2026-02-09,14:25:03,Tênis Running Leve,685.78,Acessórios,produzinho,Moda
14,2026-02-09,20:43:13,Lâmpada Smart LED,1757.9,Importado,ativo,Eletrônicos
27,2026-02-09,16:57:56,Livro Best‑Seller,146.66,Importado,ativo,Eletrônicos
